date_heure	date	heure	H_cumul	Traitement	BAC	Ligne	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10
26/3/10 17:00	40263	17:00	455	Laisse_de_mer	Laisse_de_mer_2	L6	2.9	0.8	3.2	4.9	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
26/3/10 17:00	40263	17:00	455	Laisse_de_mer	Laisse_de_mer_2	L7	5	3.4	3.1	1.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	AF	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L1	NA	3.4	0.9	3.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	AF	NA	AF	AF	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L2	2.6	3.8	4.5	4.7	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	(F)	NA	G_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L3	4.4	NA	0.4	3.8	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L4	3.4	0.3	2	4.8	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	AF	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L5	4.9	3	4.1	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RAF	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L6	3.1	1	3.6	5.3	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	AF	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
27/3/10 9:00	40264	9:00	471	Laisse_de_mer	Laisse_de_mer_2	L7	5.2	3.5	3.5	2.4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	(F)	AF	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L1	NA	3.4	1	3.6	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	AF	NA	AF	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L2	2.8	4	4.5	5	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	(F)	NA	G_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L3	4.6	NA	0.5	4.2	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L4	3.8	0.6	2.3	5.4	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L5	5	3.2	4.5	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	AF	RAF	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L6	3.2	1	3.8	5.4	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
28/3/10 11:00	40265	11:00	497	Laisse_de_mer	Laisse_de_mer_2	L7	5.2	3.8	3.8	2.9	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	(F)	AF	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L1	NA	4.3	1.3	3.7	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	AF	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L2	2.9	5.3	4.7	5.1	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	G_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L3	4.9	0.2	0.6	4.4	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L4	4.3	0.9	2.5	5.6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L5	5	3.5	4.8	5.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	AF	NA	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L6	3.1	1	4	5.7	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
29/3/10 8:30	40266	8:30	518	Laisse_de_mer	Laisse_de_mer_2	L7	5.2	4.1	3.8	3.8	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	(F)	AF	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L1	NA	4.3	1.3	3.8	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	AF	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L2	3	5.5	5	5.2	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	G_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L3	5	0.2	0.7	4.5	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L4	4.3	1	2.5	5.6	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L5	5.1	3.6	5	5.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	AF	NA	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L6	3.1	1	4	5.7	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
29/3/10 17:00	40266	17:00	527	Laisse_de_mer	Laisse_de_mer_2	L7	5.2	4.1	3.9	3.8	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	(F)	NA	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L1	NA	4.7	1.6	4	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L2	3.1	5.5	5	5.3	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	GAF_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L3	5.1	0.2	0.9	4.6	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L4	4.8	1.4	2.6	5.9	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L5	5.3	3.7	5.1	5.4	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	AF	NA	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L6	3.2	1.4	4.1	5.8	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
30/3/10 8:30	40267	8:30	542	Laisse_de_mer	Laisse_de_mer_2	L7	5.2	4.2	3.9	4.5	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	NA	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L1	NA	4.9	1.6	4	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L2	3.1	5.7	5.1	5.31	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	GAF_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L3	5.1	0.3	0.9	4.8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L4	4.8	1.5	2.8	6	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L5	5.3	3.7	5.1	5.4	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L6	3.3	1.4	4.1	5.8	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
30/3/10 16:45	40267	16:45	551	Laisse_de_mer	Laisse_de_mer_2	L7	5.3	4.3	4	4.5	6.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	NA	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L1	NA	5	1.8	4	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L2	3.2	5.9	5.1	5.4	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	GAF_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L3	5.2	0.4	1	4.9	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L4	5.1	1.9	3.1	6.3	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L5	5.3	3.8	5.2	5.5	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L6	3.3	1.8	4.1	5.9	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
31/3/10 9:00	40268	9:00	567	Laisse_de_mer	Laisse_de_mer_2	L7	5.3	4.4	4	5	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	NA	NA	NA	NA	NA	NA	NA	CP131	CP132	CP133	CP134	CP135	CP136	CP137	CP138	CP139	CP140
31/3/10 17:00	40268	17:00	575	Laisse_de_mer	Laisse_de_mer_2	L1	NA	5	2	4.1	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP71	CP72	CP73	CP74	CP75	CP76	CP77	CP78	CP79	CP80
31/3/10 17:00	40268	17:00	575	Laisse_de_mer	Laisse_de_mer_2	L2	3.2	6	5.1	5.4	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	GAF_D	NA	NA	NA	NA	NA	CP81	CP82	CP83	CP84	CP85	CP86	CP87	CP88	CP89	CP90
31/3/10 17:00	40268	17:00	575	Laisse_de_mer	Laisse_de_mer_2	L3	5.2	0.4	1.1	4.9	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CP91	CP92	CP93	CP94	CP95	CP96	CP97	CP98	CP99	CP100
31/3/10 17:00	40268	17:00	575	Laisse_de_mer	Laisse_de_mer_2	L4	5.2	2.1	3.2	6.3	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	CP101	CP102	CP103	CP104	CP105	CP106	CP107	CP108	CP109	CP110
31/3/10 17:00	40268	17:00	575	Laisse_de_mer	Laisse_de_mer_2	L5	5.5	3.8	5.4	5.5	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(F)	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP111	CP112	CP113	CP114	CP115	CP116	CP117	CP118	CP119	CP120
31/3/10 17:00	40268	17:00	575	Laisse_de_mer	Laisse_de_mer_2	L6	3.3	1.8	4.1	5.9	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	NA	NA	NA	CP121	CP122	CP123	CP124	CP125	CP126	CP127	CP128	CP129	CP130
