date_heure	date	heure	H_cumul	Traitement	BAC	Ligne	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10
30/3/10 8:30	30/03/2010	8:30	305	immergées	immergées_1	L5	NA	NA	2.9	1.9	NA	NA	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	AF	AF	NA	NA	NA	NA	CP291	CP292	CP293	CP294	CP295	CP296	CP297	CP298	CP299	CP300
30/3/10 8:30	30/03/2010	8:30	305	immergées	immergées_1	L6	NA	1.5	0.1	3	0.1	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	NA	AF	AF	NA	NA	NA	CP301	CP302	CP303	CP304	CP305	CP306	CP307	CP308	CP309	CP310
30/3/10 8:30	30/03/2010	8:30	305	immergées	immergées_1	L7	NA	NA	2.9	2.3	1	2.1	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	NA	NA	NA	CP311	CP312	CP313	CP314	CP315	CP316	CP317	CP318	CP319	CP320
30/3/10 8:30	30/03/2010	8:30	305	immergées	immergées_1	L8	4	2.8	1.8	2.7	4	0.3	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	AF	NA	NA	NA	NA	NA	NA	CP321	CP322	CP323	CP324	CP325	CP326	CP327	CP328	CP329	CP330
30/3/10 8:30	30/03/2010	8:30	305	immergées	immergées_1	L9	5.7	4.3	2.9	1.9	3.4	6.1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP331	CP332	CP333	CP334	CP335	CP336	CP337	CP338	CP339	CP340
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L1	0.1	4.3	3.4	NA	2.7	2.1	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	AF	NA	NA	NA	CP251	CP252	CP253	CP254	CP255	CP256	CP257	CP258	CP259	CP260
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L2	1.4	1.2	NA	NA	1.4	4.7	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	AF	NA	NA	NA	NA	CP261	CP262	CP263	CP264	CP265	CP266	CP267	CP268	CP269	CP270
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L3	2.3	1.3	0.7	2	1.5	1.1	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	CP271	CP272	CP273	CP274	CP275	CP276	CP277	CP278	CP279	CP280
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L4	NA	NA	NA	2.6	3	3.6	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	AF	AF	NA	NA	NA	NA	NA	CP281	CP282	CP283	CP284	CP285	CP286	CP287	CP288	CP289	CP290
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L5	NA	NA	3	2.1	0.1	NA	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	AF	NA	NA	NA	NA	CP291	CP292	CP293	CP294	CP295	CP296	CP297	CP298	CP299	CP300
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L6	NA	1.6	0.2	3.1	0.1	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	AF	NA	AF	AF	NA	NA	NA	CP301	CP302	CP303	CP304	CP305	CP306	CP307	CP308	CP309	CP310
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L7	NA	NA	2.9	2.7	1.2	2.3	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	AF	NA	NA	NA	NA	CP311	CP312	CP313	CP314	CP315	CP316	CP317	CP318	CP319	CP320
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L8	4.1	3	2	2.9	4.4	0.4	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	AF	NA	NA	NA	NA	NA	NA	CP321	CP322	CP323	CP324	CP325	CP326	CP327	CP328	CP329	CP330
30/3/10 17:45	30/03/2010	17:45	314	immergées	immergées_1	L9	5.9	4.5	3	2	3.8	6.2	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP331	CP332	CP333	CP334	CP335	CP336	CP337	CP338	CP339	CP340
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L1	0.3	5	4	NA	3.1	2.7	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	AF	NA	NA	NA	CP251	CP252	CP253	CP254	CP255	CP256	CP257	CP258	CP259	CP260
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L2	1.6	1.6	NA	NA	2	5.1	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	AF	NA	NA	NA	NA	CP261	CP262	CP263	CP264	CP265	CP266	CP267	CP268	CP269	CP270
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L3	2.7	1.4	1	2.5	2	1.2	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	NA	CP271	CP272	CP273	CP274	CP275	CP276	CP277	CP278	CP279	CP280
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L4	0.1	NA	NA	3	3.8	4.1	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	AF	AF	AF	NA	NA	NA	NA	CP281	CP282	CP283	CP284	CP285	CP286	CP287	CP288	CP289	CP290
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L5	NA	NA	3.2	2.7	0.2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	AF	NA	AF	NA	NA	NA	NA	CP291	CP292	CP293	CP294	CP295	CP296	CP297	CP298	CP299	CP300
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L6	NA	2	0.3	3.5	0.3	4.2	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP301	CP302	CP303	CP304	CP305	CP306	CP307	CP308	CP309	CP310
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L7	NA	NA	3.5	3.1	1.4	2.8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	AF	AF	NA	AF	NA	NA	NA	NA	CP311	CP312	CP313	CP314	CP315	CP316	CP317	CP318	CP319	CP320
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L8	4.5	3.4	2.2	3.4	4.9	0.6	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	AF	NA	NA	NA	NA	NA	CP321	CP322	CP323	CP324	CP325	CP326	CP327	CP328	CP329	CP330
31/3/10 9:00	31/03/2010	9:00	329	immergées	immergées_1	L9	6.3	4.7	3.9	2.2	4.4	6.5	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	CP331	CP332	CP333	CP334	CP335	CP336	CP337	CP338	CP339	CP340
31/3/10 17:00	31/03/2010	17:00	337	immergées	immergées_1	L1	0.3	5.1	4.1	NA	3.1	2.9	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	NA	AF	NA	NA	NA	CP251	CP252	CP253	CP254	CP255	CP256	CP257	CP258	CP259	CP260
31/3/10 17:00	31/03/2010	17:00	337	immergées	immergées_1	L2	1.0	1.6	NA	NA	2	5.1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP261	CP262	CP263	CP264	CP265	CP266	CP267	CP268	CP269	CP270
31/3/10 17:00	31/03/2010	17:00	337	immergées	immergées_1	L3	3	1.5	1.1	2.5	2	1.2	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	AF	NA	NA	NA	NA	NA	CP271	CP272	CP273	CP274	CP275	CP276	CP277	CP278	CP279	CP280
31/3/10 17:00	31/03/2010	17:00	337	immergées	immergées_1	L4	0.1	NA	NA	3	3.8	4.2	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	AF	NA	AF	NA	NA	NA	NA	CP281	CP282	CP283	CP284	CP285	CP286	CP287	CP288	CP289	CP290
31/3/10 17:00	31/03/2010	17:00	337	immergées	immergées_1	L5	NA	NA	3.2	2.7	0.3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	AF	NA	AF	NA	NA	NA	NA	CP291	CP292	CP293	CP294	CP295	CP296	CP297	CP298	CP299	CP300
31/3/10 8:00	31/03/2010	8:00	328	immergées	immergées_1	L6	NA	2.1	0.3	3.6	0.6	4.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	NA	NA	NA	NA	NA	CP301	CP302	CP303	CP304	CP305	CP306	CP307	CP308	CP309	CP310
31/3/10 8:00	31/03/2010	8:00	328	immergées	immergées_1	L7	NA	NA	3.5	3.3	1.4	3	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	AF	AF	NA	AF	NA	NA	NA	NA	CP311	CP312	CP313	CP314	CP315	CP316	CP317	CP318	CP319	CP320
31/3/10 8:00	31/03/2010	8:00	328	immergées	immergées_1	L8	4.5	3.4	2.3	3.5	5	0.6	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	AF	NA	NA	AF	NA	NA	NA	NA	NA	CP321	CP322	CP323	CP324	CP325	CP326	CP327	CP328	CP329	CP330
31/3/10 8:00	31/03/2010	8:00	328	immergées	immergées_1	L9	6.4	4.7	3.9	2.3	4.5	6.5	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF	NA	NA	NA	CP331	CP332	CP333	CP334	CP335	CP336	CP337	CP338	CP339	CP340
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_1	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OT	NA	ST	ST	ST	NA	ST	NA	ST	ST	CP341	CP342	CP343	CP344	CP345	CP346	CP347	CP348	CP349	CP350
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_1	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	ST	ST	NA	NA	NA	NA	NA	OT	CP351	CP352	CP353	CP354	CP355	CP356	CP357	CP358	CP359	CP360
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_1	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	OT	NA	NA	ST	NA	AR	CP361	CP362	CP363	CP364	CP365	CP366	CP367	CP368	CP369	CP370
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_1	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	NA	NA	NA	ST	ST	NA	NA	NA	CP371	CP372	CP373	CP374	CP375	CP376	CP377	CP378	CP379	CP380
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_1	L5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	ST	NA	AR	NA	NA	ST	NA	ST	CP381	CP382	CP383	CP384	CP385	CP386	CP387	CP388	CP389	CP390
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_2	L6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OT	NA	NA	NA	NA	NA	OT	NA	NA	NA	CP391	CP392	CP393	CP394	CP395	CP396	CP397	CP398	CP399	CP400
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_2	L7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	NA	ST	OT	NA	NA	NA	CP401	CP402	CP403	CP404	CP405	CP406	CP407	CP408	CP409	CP410
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_2	L8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	NA	NA	NA	NA	CP411	CP412	CP413	CP414	CP415	CP416	CP417	CP418	CP419	CP420
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_2	L9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	NA	ST	CP421	CP422	CP423	CP424	CP425	CP426	CP427	CP428	CP429	CP430
1/3/10 18:00	01/03/2010	18:00	0	Guatemala	Guatemala_2	L10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OT	OT	NA	OT	NA	ST	NA	OT	NA	OT	CP431	CP432	CP433	CP434	CP435	CP436	CP437	CP438	CP439	CP440
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_1	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	OT_AR	ST	ST	ST	NA	ST	NA	ST	ST	CP341	CP342	CP343	CP344	CP345	CP346	CP347	CP348	CP349	CP350
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_1	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	ST	ST	NA	NA	OT_AR	NA	NA	OT_AR	CP351	CP352	CP353	CP354	CP355	CP356	CP357	CP358	CP359	CP360
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_1	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OT	NA	ST	NA	ST	NA	OT	ST	NA	AR	CP361	CP362	CP363	CP364	CP365	CP366	CP367	CP368	CP369	CP370
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_1	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST	NA	NA	NA	ST_AR	ST	NA	NA	NA	CP371	CP372	CP373	CP374	CP375	CP376	CP377	CP378	CP379	CP380
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_1	L5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST_AR	ST	NA	AR	ST	ST	ST	ST	ST	CP381	CP382	CP383	CP384	CP385	CP386	CP387	CP388	CP389	CP390
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_2	L6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST_AR	OT_AR	NA	NA	OT	NA	OT	NA	NA	NA	CP391	CP392	CP393	CP394	CP395	CP396	CP397	CP398	CP399	CP400
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_2	L7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST	NA	ST_AR	ST	ST	NA	NA	ST	CP401	CP402	CP403	CP404	CP405	CP406	CP407	CP408	CP409	CP410
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_2	L8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OT	NA	OT	OT	ST	OT	NA	NA	NA	ST	CP411	CP412	CP413	CP414	CP415	CP416	CP417	CP418	CP419	CP420
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_2	L9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	NA	NA	ST	ST	ST	NA	ST	CP421	CP422	CP423	CP424	CP425	CP426	CP427	CP428	CP429	CP430
2/3/10 8:00	02/03/2010	8:00	14	Guatemala	Guatemala_2	L10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST	NA	ST	NA	ST	NA	OT	NA	OT	CP431	CP432	CP433	CP434	CP435	CP436	CP437	CP438	CP439	CP440
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_1	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST_AR	ST	ST	ST	NA	ST	NA	ST_AR	ST	CP341	CP342	CP343	CP344	CP345	CP346	CP347	CP348	CP349	CP350
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_1	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	NA	ST	ST	NA	NA	ST_AR	NA	NA	ST_AR	CP351	CP352	CP353	CP354	CP355	CP356	CP357	CP358	CP359	CP360
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_1	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST_AR	OT	ST	NA	ST	NA	ST	ST	OT_AR	AR	CP361	CP362	CP363	CP364	CP365	CP366	CP367	CP368	CP369	CP370
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_1	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST_AR	NA	NA	NA	ST_AR	ST	NA	NA	NA	CP371	CP372	CP373	CP374	CP375	CP376	CP377	CP378	CP379	CP380
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_1	L5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST_AR	ST	OT	AR	ST	ST	ST	ST	ST	CP381	CP382	CP383	CP384	CP385	CP386	CP387	CP388	CP389	CP390
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_2	L6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST_AR	ST_AR	NA	OT	ST	OT	ST	NA	NA	ST	CP391	CP392	CP393	CP394	CP395	CP396	CP397	CP398	CP399	CP400
2/3/10 12:10	02/03/2010	12:10	18	Guatemala	Guatemala_2	L7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST	ST	NA	ST_AR	ST	ST	ST_AR	NA	ST	CP401	CP402	CP403	CP404	CP405	CP406	CP407	CP408	CP409	CP410
